climb_name,climb_url_x,stage_id,climb_url_y,length,steepness,top,km_before_finnish
Côte de Chaptuzat-Haut,location/cote-de-chaptuzat-haut,11,location/cote-de-chaptuzat-haut,1.9,4.9,476,148
Côte du Mercurol,location/cote-du-mercurol,11,location/cote-du-mercurol,2.9,4.4,446,130
Côte de la Croix Blanche,location/cote-de-la-croix-blanche-puy-de-dome,11,location/cote-de-la-croix-blanche-puy-de-dome,1.7,5.1,285,61
