climb_name,climb_url_x,stage_id,climb_url_y,length,steepness,top,km_before_finnish
Côte de Champs-Romain,location/cote-de-champs-romain,8,location/cote-de-champs-romain,2.8,5.0,301,70
Côte de Masmont,location/cote-de-masmont,8,location/cote-de-masmont,1.3,5.3,345,16
Côte de Condat-sur-Vienne,location/cote-de-condat-sur-vienne,8,location/cote-de-condat-sur-vienne,1.2,5.3,282,10
