climb_name,climb_url_x,stage_id,climb_url_y,length,steepness,top,km_before_finnish
Côte du Bois de Lionge,location/cote-du-bois-de-lionge,19,location/cote-du-bois-de-lionge,1.9,5.7,694,149
Côte d'Ivory,location/cote-d-ivory,19,location/cote-d-ivory,2.3,6.1,595,28
