climb_name,climb_url_x,stage_id,climb_url_y,length,steepness,top,km_before_finnish
Côte de Capvern-les-Bains,location/cote-de-capvern-les-bains,6,location/cote-de-capvern-les-bains,5.7,4.7,596,115
Col d'Aspin,location/col-d-aspin,6,location/col-d-aspin,12.0,6.6,1485,77
Col du Tourmalet,location/col-du-tourmalet,6,location/col-du-tourmalet,17.0,7.4,2112,47
Cauterets-Cambrasque,location/cauterets-cambasque,6,location/cauterets-cambasque,16.2,5.3,1353,0
