climb_name,climb_url_x,stage_id,climb_url_y,length,steepness,top,km_before_finnish
Col de Soudet,location/col-de-soudet,5,location/col-de-soudet,15.2,7.0,1518,75
Col d'Ichère,location/col-d-ichere,5,location/col-d-ichere,4.2,6.2,675,38
Col de Marie Blanque,location/col-du-marie-blanque,5,location/col-du-marie-blanque,7.8,8.5,1031,18
