climb_name,climb_url_x,stage_id,climb_url_y,length,steepness,top,km_before_finnish
Côte de Felletin,location/cote-de-felletin,9,location/cote-de-felletin,2.3,4.8,650,108
Côte de Pontcharraud,location/cote-de-pontcharraud,9,location/cote-de-pontcharraud,2.0,4.5,683,97
Côte de Pontaumur,location/cote-de-pontaumur,9,location/cote-de-pontaumur,3.9,4.9,723,56
Puy de Dôme,location/puy-de-dome,9,location/puy-de-dome,12.6,7.8,1410,0
